account_id,account_name,global_region,industry_vertical,contract_tier,active_seats,total_licensed_seats,credits_consumed,monthly_credit_allowance,annual_contract_value,snapshot_month,api_calls_latest,api_mom_pct,api_3m_pct,seat_utilization,credit_utilization,account_status
ACC_0894,BizCorp_0894,APAC,Financial Services,Premium,8,87,4172,50946,62640,2026-08-01,4845,-0.51,-0.859,0.092,0.082,Churn Risk
ACC_0957,BizCorp_0957,EMEA,Logistics,Premium,8,87,2758,39035,62640,2026-08-01,3474,-0.439,-0.884,0.092,0.071,Churn Risk
ACC_0199,BizCorp_0199,EMEA,Healthcare,Premium,10,85,14583,169089,61200,2026-08-01,18430,-0.447,-0.857,0.118,0.086,Churn Risk
ACC_0584,BizCorp_0584,EMEA,Healthcare,Premium,5,84,1882,26039,60480,2026-08-01,2160,-0.508,-0.88,0.06,0.072,Churn Risk
ACC_0515,BizCorp_0515,AMER,Financial Services,Premium,5,84,1550,14288,60480,2026-08-01,1803,-0.529,-0.891,0.06,0.108,Churn Risk
ACC_0048,BizCorp_0048,APAC,Technology,Premium,7,83,2096,34040,59760,2026-08-01,2593,-0.487,-0.873,0.084,0.062,Churn Risk
ACC_0857,BizCorp_0857,AMER,Healthcare,Premium,6,83,5104,106974,59760,2026-08-01,5694,-0.565,-0.881,0.072,0.048,Churn Risk
ACC_0694,BizCorp_0694,APAC,Technology,Enterprise,13,109,14069,190862,58860,2026-08-01,18043,-0.465,-0.873,0.119,0.074,Churn Risk
ACC_0307,BizCorp_0307,APAC,Logistics,Premium,5,81,2607,57439,58320,2026-08-01,3057,-0.51,-0.899,0.062,0.045,Churn Risk
ACC_0521,BizCorp_0521,AMER,Retail,Premium,6,81,4236,57699,58320,2026-08-01,5405,-0.451,-0.858,0.074,0.073,Churn Risk
ACC_0692,BizCorp_0692,AMER,Financial Services,Premium,7,81,4956,63863,58320,2026-08-01,5550,-0.527,-0.853,0.086,0.078,Churn Risk
ACC_0559,BizCorp_0559,APAC,Logistics,Premium,6,80,2687,36289,57600,2026-08-01,3019,-0.523,-0.899,0.075,0.074,Churn Risk
ACC_0880,BizCorp_0880,AMER,Financial Services,Enterprise,12,105,27072,248022,56700,2026-08-01,32930,-0.513,-0.858,0.114,0.109,Churn Risk
ACC_0426,BizCorp_0426,EMEA,Logistics,Premium,5,78,1386,15432,56160,2026-08-01,1673,-0.486,-0.871,0.064,0.09,Churn Risk
ACC_0372,BizCorp_0372,AMER,Manufacturing,Premium,6,77,2807,62028,55440,2026-08-01,3553,-0.479,-0.84,0.078,0.045,Churn Risk
ACC_0232,BizCorp_0232,APAC,Logistics,Premium,5,76,2636,38839,54720,2026-08-01,2991,-0.55,-0.885,0.066,0.068,Churn Risk
ACC_0537,BizCorp_0537,EMEA,Technology,Premium,7,75,15983,192922,54000,2026-08-01,19075,-0.494,-0.881,0.093,0.083,Churn Risk
ACC_0436,BizCorp_0436,EMEA,Technology,Premium,4,72,1728,29005,51840,2026-08-01,2031,-0.512,-0.884,0.056,0.06,Churn Risk
ACC_0384,BizCorp_0384,EMEA,Technology,Premium,7,71,5583,106448,51120,2026-08-01,6253,-0.494,-0.87,0.099,0.052,Churn Risk
ACC_0799,BizCorp_0799,APAC,Technology,Premium,4,69,4151,74492,49680,2026-08-01,4785,-0.548,-0.872,0.058,0.056,Churn Risk
ACC_0231,BizCorp_0231,EMEA,Technology,Premium,6,68,5108,82415,48960,2026-08-01,6443,-0.465,-0.836,0.088,0.062,Churn Risk
ACC_0016,BizCorp_0016,APAC,Manufacturing,Premium,6,66,1283,33730,47520,2026-08-01,1643,-0.44,-0.86,0.091,0.038,Churn Risk
ACC_0455,BizCorp_0455,AMER,Technology,Premium,6,64,2430,29448,46080,2026-08-01,2784,-0.534,-0.864,0.094,0.083,Churn Risk
ACC_0326,BizCorp_0326,AMER,Healthcare,Premium,5,64,2823,36370,46080,2026-08-01,3567,-0.506,-0.856,0.078,0.078,Churn Risk
ACC_0141,BizCorp_0141,AMER,Technology,Premium,7,63,10426,98528,45360,2026-08-01,12518,-0.475,-0.88,0.111,0.106,Churn Risk
ACC_0825,BizCorp_0825,APAC,Financial Services,Premium,7,61,3378,55587,43920,2026-08-01,3757,-0.552,-0.885,0.115,0.061,Churn Risk
ACC_0509,BizCorp_0509,AMER,Healthcare,Premium,3,60,5779,101733,43200,2026-08-01,6706,-0.522,-0.898,0.05,0.057,Churn Risk
ACC_0037,BizCorp_0037,AMER,Technology,Premium,3,60,2540,35692,43200,2026-08-01,2895,-0.525,-0.898,0.05,0.071,Churn Risk
ACC_0775,BizCorp_0775,AMER,Logistics,Premium,4,58,2437,20429,41760,2026-08-01,3118,-0.443,-0.886,0.069,0.119,Churn Risk
ACC_0128,BizCorp_0128,AMER,Technology,Premium,3,57,2377,18104,41040,2026-08-01,2704,-0.555,-0.891,0.053,0.131,Churn Risk
ACC_0638,BizCorp_0638,EMEA,Healthcare,Premium,4,56,4287,77780,40320,2026-08-01,5310,-0.48,-0.869,0.071,0.055,Churn Risk
ACC_0226,BizCorp_0226,EMEA,Logistics,Premium,4,55,3419,57881,39600,2026-08-01,4113,-0.497,-0.865,0.073,0.059,Churn Risk
ACC_0679,BizCorp_0679,APAC,Logistics,Premium,3,55,996,16525,39600,2026-08-01,1212,-0.511,-0.86,0.055,0.06,Churn Risk
ACC_0159,BizCorp_0159,EMEA,Manufacturing,Premium,5,55,2854,40110,39600,2026-08-01,3514,-0.475,-0.892,0.091,0.071,Churn Risk
ACC_0166,BizCorp_0166,AMER,Technology,Premium,5,54,1513,21360,38880,2026-08-01,1959,-0.495,-0.883,0.093,0.071,Churn Risk
ACC_0390,BizCorp_0390,EMEA,Technology,Premium,4,54,3459,34776,38880,2026-08-01,4486,-0.463,-0.832,0.074,0.099,Churn Risk
ACC_0984,BizCorp_0984,AMER,Retail,Premium,4,51,2330,20198,36720,2026-08-01,2994,-0.481,-0.858,0.078,0.115,Churn Risk
ACC_0742,BizCorp_0742,AMER,Financial Services,Standard,2,38,1885,33440,36480,2026-08-01,2434,-0.439,-0.877,0.053,0.056,Churn Risk
ACC_0420,BizCorp_0420,EMEA,Logistics,Premium,6,50,3438,60418,36000,2026-08-01,3902,-0.519,-0.871,0.12,0.057,Churn Risk
ACC_0495,BizCorp_0495,APAC,Healthcare,Premium,3,49,4155,32077,35280,2026-08-01,4760,-0.489,-0.876,0.061,0.13,Churn Risk
ACC_0139,BizCorp_0139,AMER,Manufacturing,Premium,5,48,4135,52300,34560,2026-08-01,4773,-0.49,-0.88,0.104,0.079,Churn Risk
ACC_0773,BizCorp_0773,EMEA,Healthcare,Premium,3,47,4567,50379,33840,2026-08-01,5546,-0.526,-0.864,0.064,0.091,Churn Risk
ACC_0308,BizCorp_0308,APAC,Retail,Premium,5,46,3252,45049,33120,2026-08-01,3980,-0.505,-0.868,0.109,0.072,Churn Risk
ACC_0493,BizCorp_0493,EMEA,Retail,Standard,2,34,3851,61757,32640,2026-08-01,4540,-0.519,-0.888,0.059,0.062,Churn Risk
ACC_0424,BizCorp_0424,APAC,Retail,Premium,3,43,2728,27958,30960,2026-08-01,3083,-0.553,-0.881,0.07,0.098,Churn Risk
ACC_0099,BizCorp_0099,EMEA,Financial Services,Premium,3,43,2624,58049,30960,2026-08-01,3104,-0.519,-0.884,0.07,0.045,Churn Risk
ACC_0126,BizCorp_0126,EMEA,Retail,Premium,3,42,2765,56228,30240,2026-08-01,3154,-0.541,-0.87,0.071,0.049,Churn Risk
ACC_0314,BizCorp_0314,APAC,Retail,Premium,5,42,3480,60925,30240,2026-08-01,4120,-0.543,-0.884,0.119,0.057,Churn Risk
ACC_0583,BizCorp_0583,APAC,Logistics,Premium,3,40,2843,27717,28800,2026-08-01,3145,-0.553,-0.883,0.075,0.103,Churn Risk
ACC_0826,BizCorp_0826,APAC,Logistics,Premium,4,39,1625,11910,28080,2026-08-01,2018,-0.459,-0.851,0.103,0.136,Churn Risk
ACC_0600,BizCorp_0600,APAC,Financial Services,Premium,2,39,3705,52063,28080,2026-08-01,4271,-0.485,-0.89,0.051,0.071,Churn Risk
ACC_0299,BizCorp_0299,APAC,Manufacturing,Standard,1,29,2231,32621,27840,2026-08-01,2663,-0.524,-0.862,0.034,0.068,Churn Risk
ACC_0883,BizCorp_0883,EMEA,Financial Services,Premium,2,38,1188,24717,27360,2026-08-01,1448,-0.498,-0.868,0.053,0.048,Churn Risk
ACC_0749,BizCorp_0749,APAC,Financial Services,Standard,1,27,887,20371,25920,2026-08-01,1136,-0.502,-0.855,0.037,0.044,Churn Risk
ACC_0557,BizCorp_0557,APAC,Technology,Premium,4,36,2282,28215,25920,2026-08-01,2664,-0.524,-0.865,0.111,0.081,Churn Risk
ACC_0275,BizCorp_0275,EMEA,Healthcare,Standard,1,27,583,8590,25920,2026-08-01,727,-0.454,-0.848,0.037,0.068,Churn Risk
ACC_0078,BizCorp_0078,APAC,Retail,Premium,2,35,1583,27014,25200,2026-08-01,1784,-0.545,-0.873,0.057,0.059,Churn Risk
ACC_0270,BizCorp_0270,APAC,Manufacturing,Standard,1,26,2905,33774,24960,2026-08-01,3589,-0.51,-0.869,0.038,0.086,Churn Risk
ACC_0127,BizCorp_0127,EMEA,Retail,Premium,3,32,2667,38334,23040,2026-08-01,2967,-0.519,-0.874,0.094,0.07,Churn Risk
ACC_0781,BizCorp_0781,AMER,Healthcare,Premium,3,31,2500,34245,22320,2026-08-01,2922,-0.503,-0.853,0.097,0.073,Churn Risk
ACC_0660,BizCorp_0660,EMEA,Logistics,Premium,2,31,2272,38735,22320,2026-08-01,2883,-0.492,-0.867,0.065,0.059,Churn Risk
ACC_0788,BizCorp_0788,EMEA,Logistics,Premium,2,31,5570,83802,22320,2026-08-01,6476,-0.506,-0.886,0.065,0.066,Churn Risk
ACC_0595,BizCorp_0595,AMER,Financial Services,Standard,2,23,4722,51719,22080,2026-08-01,5526,-0.532,-0.878,0.087,0.091,Churn Risk
ACC_0245,BizCorp_0245,APAC,Technology,Standard,1,23,1928,22513,22080,2026-08-01,2195,-0.531,-0.871,0.043,0.086,Churn Risk
ACC_0794,BizCorp_0794,APAC,Manufacturing,Standard,1,23,497,10430,22080,2026-08-01,586,-0.513,-0.874,0.043,0.048,Churn Risk
ACC_0400,BizCorp_0400,AMER,Manufacturing,Premium,3,30,2764,37185,21600,2026-08-01,3512,-0.477,-0.872,0.1,0.074,Churn Risk
ACC_0398,BizCorp_0398,APAC,Healthcare,Premium,3,30,3740,39193,21600,2026-08-01,4164,-0.507,-0.885,0.1,0.095,Churn Risk
ACC_0683,BizCorp_0683,EMEA,Technology,Premium,2,30,3036,41910,21600,2026-08-01,3349,-0.531,-0.871,0.067,0.072,Churn Risk
ACC_0022,BizCorp_0022,APAC,Logistics,Premium,2,29,2820,33826,20880,2026-08-01,3315,-0.5,-0.887,0.069,0.083,Churn Risk
ACC_0187,BizCorp_0187,AMER,Manufacturing,Premium,2,29,4479,70438,20880,2026-08-01,5198,-0.553,-0.875,0.069,0.064,Churn Risk
ACC_0381,BizCorp_0381,EMEA,Technology,Standard,1,21,486,11338,20160,2026-08-01,581,-0.484,-0.865,0.048,0.043,Churn Risk
ACC_0750,BizCorp_0750,EMEA,Retail,Standard,1,21,669,14035,20160,2026-08-01,797,-0.531,-0.881,0.048,0.048,Churn Risk
ACC_0818,BizCorp_0818,AMER,Technology,Standard,1,21,1005,10536,20160,2026-08-01,1186,-0.524,-0.859,0.048,0.095,Churn Risk
ACC_0549,BizCorp_0549,APAC,Financial Services,Premium,2,26,2765,34319,18720,2026-08-01,3525,-0.502,-0.859,0.077,0.081,Churn Risk
ACC_0780,BizCorp_0780,AMER,Manufacturing,Standard,1,19,550,6135,18240,2026-08-01,651,-0.481,-0.863,0.053,0.09,Churn Risk
ACC_0011,BizCorp_0011,AMER,Healthcare,Standard,1,19,719,13785,18240,2026-08-01,825,-0.553,-0.869,0.053,0.052,Churn Risk
ACC_0895,BizCorp_0895,AMER,Healthcare,Standard,1,18,892,15807,17280,2026-08-01,984,-0.567,-0.895,0.056,0.056,Churn Risk
ACC_0343,BizCorp_0343,APAC,Logistics,Standard,1,18,728,10009,17280,2026-08-01,866,-0.535,-0.898,0.056,0.073,Churn Risk
ACC_0216,BizCorp_0216,EMEA,Financial Services,Standard,1,18,504,8568,17280,2026-08-01,568,-0.505,-0.877,0.056,0.059,Churn Risk
ACC_0869,BizCorp_0869,APAC,Healthcare,Standard,1,17,693,14041,16320,2026-08-01,776,-0.536,-0.878,0.059,0.049,Churn Risk
ACC_0059,BizCorp_0059,AMER,Healthcare,Standard,1,17,503,5960,16320,2026-08-01,626,-0.444,-0.872,0.059,0.084,Churn Risk
ACC_0822,BizCorp_0822,AMER,Logistics,Standard,1,17,894,16127,16320,2026-08-01,1115,-0.465,-0.865,0.059,0.055,Churn Risk
ACC_0754,BizCorp_0754,APAC,Logistics,Standard,1,17,1064,22265,16320,2026-08-01,1250,-0.546,-0.876,0.059,0.048,Churn Risk
ACC_0598,BizCorp_0598,APAC,Technology,Standard,1,17,366,4308,16320,2026-08-01,463,-0.428,-0.873,0.059,0.085,Churn Risk
ACC_0858,BizCorp_0858,APAC,Financial Services,Standard,1,17,418,11540,16320,2026-08-01,490,-0.506,-0.901,0.059,0.036,Churn Risk
ACC_0119,BizCorp_0119,EMEA,Financial Services,Standard,1,16,1023,17830,15360,2026-08-01,1314,-0.433,-0.887,0.062,0.057,Churn Risk
ACC_0551,BizCorp_0551,AMER,Retail,Standard,1,16,271,4123,15360,2026-08-01,327,-0.509,-0.865,0.062,0.066,Churn Risk
ACC_0010,BizCorp_0010,APAC,Manufacturing,Standard,1,16,703,10635,15360,2026-08-01,803,-0.501,-0.879,0.062,0.066,Churn Risk
ACC_0339,BizCorp_0339,APAC,Logistics,Standard,1,15,609,9523,14400,2026-08-01,671,-0.512,-0.861,0.067,0.064,Churn Risk
ACC_0401,BizCorp_0401,APAC,Manufacturing,Standard,1,15,928,10684,14400,2026-08-01,1035,-0.493,-0.881,0.067,0.087,Churn Risk
ACC_0318,BizCorp_0318,EMEA,Healthcare,Standard,1,15,999,30467,14400,2026-08-01,1247,-0.481,-0.855,0.067,0.033,Churn Risk
ACC_0479,BizCorp_0479,EMEA,Manufacturing,Standard,1,15,364,7129,14400,2026-08-01,409,-0.535,-0.902,0.067,0.051,Churn Risk
ACC_0047,BizCorp_0047,APAC,Technology,Standard,1,15,331,6160,14400,2026-08-01,401,-0.506,-0.863,0.067,0.054,Churn Risk
ACC_0034,BizCorp_0034,APAC,Technology,Standard,1,14,734,13317,13440,2026-08-01,847,-0.554,-0.898,0.071,0.055,Churn Risk
